,pixel_r,pixel_g,pixel_b,local_r,local_g,local_b,edges_r,edges_g,edges_b,label
1692,114,116,92,111,113,93,92,96,73,norm_impervious
1693,110,114,97,104,107,88,85,92,70,norm_impervious
1694,109,110,94,105,108,88,81,88,66,norm_impervious
1695,110,109,89,104,107,87,84,90,70,norm_impervious
1696,103,107,93,101,106,84,86,93,69,norm_impervious
1697,113,111,88,105,109,86,102,107,84,norm_impervious
1698,107,109,98,110,112,92,94,98,75,norm_impervious
1699,104,106,85,109,112,90,93,97,76,norm_impervious
1700,168,162,126,172,167,128,108,104,77,tan_impervious
1701,150,154,139,152,158,141,92,101,80,norm_impervious
1702,131,116,95,126,117,93,72,72,50,tan_impervious
1703,144,143,125,146,143,121,108,108,91,norm_impervious
1704,43,46,25,62,69,49,74,79,61,shaded_pervious
1705,99,104,84,80,80,61,68,73,53,norm_impervious
1706,100,92,73,86,86,66,72,75,56,tan_impervious
1707,86,84,72,84,85,70,64,72,53,norm_impervious
1708,91,99,86,92,101,87,61,71,53,norm_impervious
1709,105,112,96,94,103,86,74,82,64,norm_impervious
1710,121,122,91,112,110,85,77,82,59,tan_impervious
1711,109,115,103,101,106,93,74,79,60,norm_impervious
1712,95,99,85,94,97,84,77,82,65,norm_impervious
1713,105,113,100,90,95,82,64,70,52,norm_impervious
1714,114,126,106,103,116,99,67,79,61,norm_impervious
1715,111,115,100,103,107,93,57,66,47,norm_impervious
1716,111,115,100,103,107,93,57,66,47,norm_impervious
1717,133,146,129,132,144,126,74,84,64,norm_impervious
1718,133,146,129,132,144,126,74,84,64,norm_impervious
1719,122,135,117,123,136,118,83,95,77,norm_impervious
1720,167,170,153,154,162,141,81,91,71,norm_impervious
1721,156,164,143,151,159,138,78,88,68,norm_impervious
1722,148,160,136,150,158,138,82,92,72,norm_impervious
1723,139,142,125,132,135,118,106,113,95,norm_impervious
1724,64,82,61,63,81,60,71,78,65,norm_pervious
1725,68,87,68,68,85,64,79,88,69,norm_pervious
1726,45,58,48,35,43,36,36,43,36,norm_pervious
1727,35,46,34,46,53,45,46,53,44,norm_pervious
1728,51,59,43,50,56,45,56,61,51,norm_pervious
1729,54,65,46,54,59,46,59,61,49,norm_pervious
1730,47,54,47,43,52,43,43,51,42,norm_pervious
1731,54,66,54,50,57,47,48,55,46,norm_pervious
1732,31,41,38,33,39,36,49,53,46,shaded_pervious
1733,27,33,30,32,37,35,45,50,44,shaded_pervious
1734,20,29,28,33,39,36,49,53,46,shaded_pervious
1735,22,29,30,31,38,35,47,52,45,shaded_pervious
1736,17,28,25,34,39,35,42,46,40,shaded_pervious
1737,27,36,27,44,48,41,52,56,47,shaded_pervious
1738,41,40,33,47,48,38,63,64,51,shaded_pervious
1739,38,44,38,42,45,37,62,65,53,shaded_pervious
1740,23,30,32,32,38,33,42,49,41,shaded_pervious
1741,23,30,32,32,38,33,42,49,41,shaded_pervious
1742,23,31,27,32,38,33,44,50,42,shaded_pervious
1743,40,46,47,47,51,43,59,63,52,shaded_pervious
1744,35,40,41,43,49,43,61,65,55,shaded_pervious
1745,47,53,47,45,49,43,48,52,44,norm_pervious
1746,69,91,66,71,86,65,80,86,70,norm_pervious
1747,68,85,68,69,84,66,75,88,72,norm_pervious
1748,59,77,59,69,85,67,75,90,73,norm_pervious
1749,79,100,79,76,92,72,86,95,76,norm_pervious
1750,73,84,65,69,84,63,63,66,54,norm_pervious
1751,71,89,69,73,85,65,93,97,77,norm_pervious
1752,139,116,98,122,106,89,95,87,71,dry_pervious
1753,89,79,64,106,93,76,102,91,75,dry_pervious
1754,127,108,92,120,104,88,83,79,64,dry_pervious
1755,139,122,98,131,117,96,102,94,76,dry_pervious
1756,144,121,95,138,121,99,103,94,77,dry_pervious
1757,144,121,94,106,96,78,80,77,62,dry_pervious
1758,137,118,104,132,117,96,109,100,80,dry_pervious
1759,126,112,94,127,113,92,105,95,78,dry_pervious
1760,130,95,81,116,97,79,77,69,53,dry_pervious
1761,139,116,97,115,96,78,75,68,55,dry_pervious
1762,179,147,113,160,139,114,124,109,91,dry_pervious
1763,165,150,132,158,138,115,124,111,93,dry_pervious
1764,96,98,82,88,90,72,87,85,66,norm_impervious
1765,98,94,77,88,87,71,86,82,66,norm_impervious
1766,106,97,87,116,106,91,99,92,77,norm_impervious
1767,29,34,32,32,38,35,46,50,44,shaded_pervious
1768,27,33,30,31,37,35,45,49,43,shaded_pervious
1769,22,29,31,39,45,39,50,57,48,shaded_pervious
1770,91,86,76,79,75,66,75,72,63,norm_impervious
1771,158,155,142,155,153,139,99,97,85,norm_impervious
1772,109,106,93,114,112,98,112,111,100,norm_impervious
1773,142,136,126,116,113,100,81,81,70,norm_impervious
1774,199,170,128,186,168,130,129,120,91,dry_pervious
1775,187,166,125,178,164,125,142,131,98,dry_pervious
1776,134,128,111,136,120,92,107,96,75,norm_impervious
1777,153,139,112,132,119,95,98,93,76,dry_pervious
1778,144,125,98,136,119,92,102,94,70,dry_pervious
1779,134,122,96,132,119,94,100,94,76,dry_pervious
1780,131,96,82,113,93,76,84,74,58,dry_pervious
1781,170,140,110,155,134,110,110,99,81,dry_pervious
1782,92,80,70,86,80,65,69,64,52,dry_pervious
1783,75,70,58,88,82,68,77,71,57,dry_pervious
1784,16,14,21,22,23,18,37,40,31,shaded_pervious
1785,15,21,15,22,24,18,34,35,28,shaded_pervious
1786,135,129,118,132,128,114,101,98,83,norm_impervious
1787,123,113,98,127,120,105,113,110,94,norm_impervious
1788,130,130,111,133,130,110,118,114,95,norm_impervious
1789,42,45,34,38,42,31,39,42,31,norm_pervious
1790,89,89,87,81,83,73,58,62,47,norm_impervious
1791,75,80,74,80,82,73,68,70,59,norm_impervious
1792,81,84,67,76,80,63,57,60,48,dry_pervious
1793,79,88,67,76,80,63,57,61,48,dry_pervious
1794,73,84,67,75,79,62,57,61,48,dry_pervious
1795,71,72,58,75,79,62,54,58,45,dry_pervious
1796,97,98,92,93,96,89,87,90,81,norm_impervious
1797,91,94,101,90,93,88,86,90,82,norm_impervious
1798,91,97,95,91,95,87,68,73,62,norm_impervious
1799,93,92,74,87,87,71,82,83,69,dry_pervious
1800,83,84,68,86,86,71,82,83,69,dry_pervious
1801,79,81,60,85,84,68,79,80,65,dry_pervious
1802,54,67,39,47,54,33,59,62,44,norm_pervious
1803,42,49,33,39,46,30,37,44,27,norm_pervious
1804,59,71,61,66,71,62,103,84,72,norm_pervious
1805,63,76,66,68,73,64,112,89,75,norm_pervious
1806,69,81,71,67,73,63,111,87,73,norm_pervious
1807,63,79,66,63,74,60,67,71,57,norm_pervious
1808,55,71,58,63,76,62,76,80,66,norm_pervious
1809,59,69,60,63,76,62,80,84,71,norm_pervious
1810,58,76,62,64,75,61,66,70,55,norm_pervious
1811,60,76,63,64,76,62,81,84,72,norm_pervious
1812,63,79,66,64,75,61,70,74,60,norm_pervious
1813,149,149,147,141,141,139,129,130,127,norm_impervious
1814,246,250,249,238,245,245,121,122,121,norm_impervious
1815,74,78,81,79,84,74,85,88,79,norm_impervious
1816,91,93,90,93,97,92,86,91,87,norm_impervious
1817,82,81,76,78,79,68,69,65,52,norm_impervious
1818,86,78,65,84,78,64,78,76,63,norm_impervious
1819,78,68,58,84,78,64,82,82,69,norm_impervious
1820,95,78,68,88,82,66,101,99,86,norm_impervious
1821,93,86,70,84,79,65,87,86,72,norm_impervious
1822,89,80,63,84,78,64,78,77,64,norm_impervious
1823,84,77,61,88,82,66,99,96,84,norm_impervious
1824,80,73,57,84,78,64,78,77,64,norm_impervious
1825,86,92,90,89,94,87,66,71,60,norm_impervious
1826,83,88,81,84,88,81,82,85,76,norm_impervious
1827,86,90,91,82,86,78,75,78,68,norm_impervious
1828,90,96,96,89,93,88,87,91,82,norm_impervious
1829,97,107,98,76,82,71,76,81,70,norm_impervious
1830,66,84,70,63,76,62,77,81,68,norm_pervious
1831,60,76,63,64,75,61,68,74,61,norm_pervious
1832,251,255,254,242,246,245,129,131,127,norm_impervious
1833,99,102,107,108,108,107,160,161,161,norm_impervious
1834,131,131,131,140,141,138,130,132,129,norm_impervious
1835,74,76,73,80,84,77,84,88,79,norm_impervious
1836,86,90,91,90,95,91,82,88,80,norm_impervious
1837,76,76,84,84,88,87,80,86,79,norm_impervious
1838,87,91,94,85,91,86,77,82,74,norm_impervious
1839,85,93,95,84,90,88,69,74,67,norm_impervious
1840,165,163,140,154,155,138,104,106,92,norm_impervious
1841,158,159,143,151,153,135,92,94,82,norm_impervious
1842,154,155,139,148,149,131,102,103,90,norm_impervious
1843,150,153,132,151,152,135,82,84,72,norm_impervious
1844,147,150,133,150,151,134,78,80,69,norm_impervious
1845,158,159,143,151,153,135,92,94,82,norm_impervious
1846,164,163,145,154,155,136,112,114,101,norm_impervious
1847,91,94,83,89,90,79,117,118,103,norm_impervious
1848,144,132,94,141,129,88,90,96,67,dry_pervious
1849,34,49,30,55,69,42,61,71,45,norm_pervious
