,pixel_r,pixel_g,pixel_b,local_r,local_g,local_b,edges_r,edges_g,edges_b,label
522,139,134,148,139,132,145,100,95,101,norm_impervious
523,200,199,190,200,201,191,142,143,133,norm_impervious
524,108,106,97,95,94,84,77,77,67,norm_impervious
525,97,99,87,81,82,71,74,74,64,norm_impervious
526,75,76,65,86,86,75,74,75,65,norm_impervious
527,112,109,107,101,95,94,106,99,98,norm_impervious
528,185,178,177,175,168,166,122,113,111,norm_impervious
529,24,34,36,27,36,36,62,65,66,water
530,29,41,42,26,39,41,72,74,76,water
531,27,41,42,25,39,41,74,77,81,water
532,28,29,26,29,29,29,92,81,75,water
533,37,31,31,30,27,29,86,77,72,water
534,37,29,28,36,30,32,89,85,80,water
535,41,36,31,33,30,32,86,81,78,water
536,40,32,33,36,30,31,90,81,80,water
537,171,162,150,175,166,155,172,163,153,norm_impervious
538,124,110,109,116,107,104,135,127,124,norm_impervious
539,104,99,96,115,106,103,129,121,118,norm_impervious
540,90,81,78,111,102,99,108,99,96,norm_impervious
541,175,170,166,168,163,158,116,111,107,norm_impervious
542,73,67,65,92,86,83,98,91,89,norm_impervious
543,80,71,69,80,74,71,97,90,87,norm_impervious
544,76,82,71,79,84,73,105,104,96,norm_pervious
545,75,83,71,78,83,73,109,108,101,norm_pervious
546,74,81,69,80,86,74,103,102,94,norm_pervious
547,70,80,67,80,85,74,102,102,94,norm_pervious
548,75,80,69,80,84,74,104,103,95,norm_pervious
549,22,33,37,24,37,38,75,81,81,water
550,48,62,48,68,79,64,83,91,77,norm_pervious
551,48,78,51,58,72,53,62,72,56,norm_pervious
552,73,94,72,60,74,55,60,70,54,norm_pervious
553,30,60,36,46,62,44,58,69,52,norm_pervious
554,55,93,58,60,79,57,74,81,66,norm_pervious
555,44,76,45,59,79,55,70,80,63,norm_pervious
556,35,50,31,43,58,39,63,73,56,norm_pervious
557,238,233,229,241,232,230,188,179,176,norm_impervious
558,242,238,234,242,239,235,198,192,189,norm_impervious
559,78,65,60,108,97,92,130,118,115,norm_impervious
560,239,230,227,231,223,220,170,163,160,norm_impervious
561,242,232,230,230,222,219,172,165,161,norm_impervious
562,31,43,45,33,41,41,89,84,82,water
563,16,36,37,21,36,37,66,66,67,water
564,23,36,41,21,32,35,58,60,57,water
565,30,28,31,35,36,39,76,73,73,water
566,21,20,23,34,29,30,90,83,79,water
567,204,202,199,203,200,196,161,157,152,norm_impervious
568,175,172,169,182,179,176,183,179,176,norm_impervious
569,133,123,117,129,122,116,125,118,112,norm_impervious
570,123,113,105,125,113,106,120,108,102,norm_impervious
571,136,125,123,130,119,117,113,102,101,norm_impervious
572,87,78,76,95,86,83,117,108,105,norm_impervious
573,254,247,244,246,239,236,186,178,175,norm_impervious
574,149,139,137,143,133,130,143,132,130,norm_impervious
575,128,119,118,139,131,130,128,120,119,norm_impervious
576,73,44,24,73,50,38,88,66,52,dry_pervious
577,111,107,82,103,94,69,90,79,55,norm_pervious
578,125,92,69,105,82,64,91,70,55,dry_pervious
579,85,63,52,88,68,54,95,74,59,dry_pervious
580,131,112,88,111,87,69,104,78,60,dry_pervious
581,143,112,78,105,82,63,82,65,52,dry_pervious
582,101,84,67,97,75,59,94,72,57,dry_pervious
583,121,91,72,103,82,66,78,67,52,dry_pervious
584,146,120,95,124,96,73,112,87,66,dry_pervious
585,141,114,92,118,92,73,105,81,64,dry_pervious
586,132,104,78,116,90,70,111,84,65,dry_pervious
587,139,106,84,134,100,78,111,83,64,dry_pervious
588,107,71,48,120,92,67,109,84,65,dry_pervious
589,87,95,70,86,82,58,83,81,58,norm_pervious
590,70,68,44,85,80,57,88,84,61,norm_pervious
591,39,38,36,56,51,42,75,68,53,shaded_pervious
592,116,100,70,124,106,79,123,106,81,dry_pervious
593,125,113,81,124,107,78,113,98,72,dry_pervious
594,120,105,77,107,94,72,83,72,55,dry_pervious
595,138,117,94,137,114,90,129,108,83,dry_pervious
596,111,99,76,119,106,78,113,99,73,dry_pervious
597,127,119,93,100,94,71,82,78,59,dry_pervious
598,66,65,56,77,77,62,83,84,66,norm_pervious
599,105,100,66,130,120,88,125,114,84,norm_pervious
600,113,113,81,108,103,75,99,90,65,norm_pervious
601,130,111,86,126,107,81,120,102,76,dry_pervious
602,123,104,77,114,98,72,100,87,65,dry_pervious
603,92,75,66,76,59,50,78,60,50,dry_pervious
604,98,76,61,91,70,57,86,66,54,dry_pervious
605,133,115,81,124,110,81,104,94,66,dry_pervious
606,133,117,86,118,100,75,100,85,64,dry_pervious
607,142,120,94,135,115,89,123,106,78,dry_pervious
608,102,82,53,114,99,71,126,111,83,dry_pervious
609,95,99,71,91,89,67,80,75,57,norm_pervious
610,51,53,29,76,73,52,83,79,57,norm_pervious
611,41,35,33,48,43,37,76,68,54,shaded_pervious
612,71,73,58,77,68,56,79,67,55,norm_pervious
613,83,75,56,74,64,52,81,70,58,norm_pervious
614,75,62,54,74,63,54,75,64,54,dry_pervious
615,59,51,41,63,54,46,76,66,57,shaded_pervious
616,44,47,36,62,56,48,77,67,55,shaded_pervious
617,50,47,43,65,60,52,73,66,56,shaded_pervious
618,34,32,29,60,56,49,72,67,57,shaded_pervious
619,97,85,60,90,79,58,77,67,51,dry_pervious
620,71,64,38,84,75,49,96,85,61,norm_pervious
621,90,75,68,76,60,52,81,66,56,dry_pervious
622,139,100,77,120,89,71,108,80,63,dry_pervious
623,123,90,77,113,84,68,101,76,61,dry_pervious
624,131,96,68,129,97,74,113,86,68,dry_pervious
625,161,118,92,137,105,83,109,83,64,dry_pervious
626,120,92,74,102,80,65,98,79,65,dry_pervious
627,83,61,49,84,62,53,85,63,52,dry_pervious
628,41,28,28,62,44,39,80,58,49,shaded_pervious
629,39,28,34,65,48,42,82,60,50,shaded_pervious
630,100,80,72,86,63,53,85,61,49,dry_pervious
631,143,111,90,137,103,81,81,56,43,dry_pervious
632,141,107,74,97,76,59,83,66,53,dry_pervious
633,115,93,77,112,88,65,86,68,54,dry_pervious
634,56,45,30,66,51,42,83,64,53,shaded_pervious
635,83,69,38,80,65,48,85,68,52,norm_pervious
636,93,75,49,99,82,55,91,75,53,norm_pervious
637,75,74,47,70,66,45,80,69,51,norm_pervious
638,79,78,56,71,66,48,75,66,48,norm_pervious
639,101,110,69,120,112,81,117,106,78,norm_pervious
640,82,86,57,89,86,61,90,85,61,norm_pervious
641,115,110,64,100,88,61,91,78,57,norm_pervious
642,112,113,63,109,104,68,85,71,51,norm_pervious
643,130,111,72,107,86,60,102,81,61,norm_pervious
644,125,114,77,113,95,60,102,83,53,norm_pervious
645,99,79,57,87,65,53,91,66,53,norm_pervious
646,132,121,83,119,109,79,73,62,46,norm_pervious
647,78,82,57,83,83,60,83,82,59,norm_pervious
648,102,110,93,80,85,68,68,70,53,norm_pervious
649,40,35,31,49,41,37,74,61,50,shaded_pervious
650,50,43,42,52,43,39,71,59,46,shaded_pervious
651,42,36,35,54,48,39,81,70,56,shaded_pervious
652,46,36,31,67,50,43,82,62,52,shaded_pervious
653,154,117,99,137,99,80,107,74,58,norm_pervious
654,57,53,50,62,51,46,67,54,48,shaded_pervious
655,43,39,35,57,48,40,85,71,57,shaded_pervious
656,44,36,36,57,51,41,79,71,54,shaded_pervious
657,84,83,63,77,71,52,88,77,60,shaded_pervious
658,126,108,75,122,102,76,119,102,76,dry_pervious
659,107,88,65,125,109,81,110,99,72,dry_pervious
660,52,62,54,49,58,51,70,61,53,water
661,32,42,44,39,46,47,60,66,57,water
662,37,42,48,42,47,47,61,66,57,water
663,35,42,50,37,45,47,61,67,57,water
664,93,94,78,74,75,62,61,63,55,dry_pervious
665,76,70,56,78,77,63,70,69,57,dry_pervious
666,76,80,63,70,73,60,69,71,62,norm_pervious
667,97,93,81,88,86,74,71,70,60,norm_impervious
668,91,89,77,99,97,84,64,65,54,norm_impervious
669,68,69,55,68,68,55,90,91,80,norm_impervious
670,85,86,80,96,97,89,84,84,76,norm_impervious
671,102,101,83,95,93,78,69,68,58,norm_impervious
672,103,101,78,115,111,93,78,74,62,norm_impervious
673,134,140,130,111,122,117,84,92,89,norm_impervious
674,137,143,141,142,148,143,104,109,103,norm_impervious
675,126,136,138,125,135,137,94,96,97,norm_impervious
676,130,140,142,126,135,137,95,94,95,norm_impervious
677,97,107,108,102,114,114,89,97,96,norm_impervious
678,98,113,110,110,120,117,76,82,79,norm_impervious
679,121,132,134,132,137,133,108,114,107,norm_impervious
680,109,119,120,97,107,108,93,102,103,norm_impervious
681,96,106,108,101,111,112,88,96,94,norm_impervious
682,192,202,203,206,216,217,201,208,208,norm_impervious
683,253,253,253,248,248,248,219,220,219,norm_impervious
684,249,255,255,246,249,249,187,188,187,norm_impervious
685,248,252,255,248,250,250,188,189,188,norm_impervious
686,245,251,251,245,249,249,197,198,198,norm_impervious
687,227,238,244,226,234,227,185,189,180,norm_impervious
688,134,145,141,130,140,136,180,188,184,norm_impervious
689,208,220,216,208,220,216,189,199,194,norm_impervious
690,243,249,247,227,237,234,158,163,160,norm_impervious
691,222,234,230,226,236,232,152,157,153,norm_impervious
692,209,215,213,208,215,215,130,136,134,norm_impervious
693,115,117,116,110,112,110,67,71,69,norm_impervious
694,83,90,72,77,84,71,78,84,78,norm_pervious
695,89,99,90,86,95,89,71,77,76,norm_impervious
696,92,97,100,78,83,81,68,73,68,norm_impervious
697,108,113,106,100,104,100,65,69,65,norm_impervious
698,60,63,68,55,59,57,78,82,77,norm_impervious
699,87,93,93,83,89,86,54,60,57,norm_impervious
700,81,86,80,87,93,92,49,55,52,norm_impervious
701,139,150,134,140,144,130,91,94,90,norm_impervious
702,74,78,81,79,83,84,77,82,78,norm_impervious
703,55,58,63,55,59,62,66,70,69,norm_impervious
704,60,61,66,55,59,62,65,70,68,norm_impervious
705,46,51,55,54,57,61,71,67,67,norm_impervious
706,66,69,78,59,62,67,85,71,74,norm_impervious
707,220,225,219,228,235,228,190,195,187,norm_impervious
708,86,92,90,81,85,77,77,80,70,norm_impervious
709,207,220,228,226,235,240,159,164,164,norm_impervious
710,81,86,80,76,80,73,74,76,69,norm_impervious
711,40,60,35,41,54,33,44,54,36,norm_pervious
712,36,50,25,43,56,35,41,50,34,norm_pervious
713,41,53,39,39,50,37,50,54,40,water
714,40,54,39,38,50,36,44,50,36,water
715,41,55,38,39,51,37,44,49,36,water
716,40,54,39,38,50,36,40,48,35,water
717,32,46,23,41,55,33,42,54,34,norm_pervious
718,22,28,16,32,41,27,37,47,32,shaded_pervious
719,28,34,22,32,40,27,37,46,31,shaded_pervious
720,16,26,17,28,35,25,36,45,32,shaded_pervious
721,22,23,18,31,37,27,37,47,32,shaded_pervious
722,22,22,14,27,31,23,38,46,33,shaded_pervious
723,27,32,25,24,31,21,38,48,33,shaded_pervious
724,27,37,28,26,35,23,33,41,28,shaded_pervious
725,38,44,34,31,39,27,34,41,29,shaded_pervious
726,43,54,37,38,49,31,39,48,31,norm_pervious
727,56,68,48,50,59,42,41,48,35,norm_pervious
728,31,44,27,37,47,32,36,45,31,norm_pervious
729,22,33,17,46,51,36,46,50,36,norm_pervious
730,112,105,87,103,96,79,66,66,51,dry_pervious
731,98,91,73,100,93,77,70,68,55,dry_pervious
732,125,112,95,111,101,85,75,72,58,dry_pervious
733,90,85,66,95,89,72,66,67,51,dry_pervious
734,91,85,69,82,80,64,56,58,44,dry_pervious
735,111,105,89,106,98,81,77,75,59,dry_pervious
736,118,111,93,112,102,86,72,71,56,dry_pervious
737,42,60,34,46,53,37,52,57,42,norm_pervious
738,42,54,40,39,50,36,47,52,38,water
739,40,54,41,38,50,36,42,50,36,water
740,40,54,41,38,50,36,40,47,34,water
741,42,54,42,39,50,36,47,52,38,water
742,38,55,37,39,51,37,45,51,37,water
743,100,102,97,83,88,80,63,69,60,norm_impervious
744,103,105,100,85,88,80,65,69,60,norm_impervious
745,39,51,37,35,47,31,40,42,30,norm_pervious
746,24,32,19,39,49,32,40,49,32,shaded_pervious
747,53,62,45,42,51,33,42,50,33,norm_pervious
748,54,65,49,43,54,36,37,46,30,norm_pervious
749,53,67,44,44,54,37,42,49,34,norm_pervious
750,53,69,43,37,50,30,43,54,35,norm_pervious
751,22,34,20,33,39,27,40,45,33,shaded_pervious
752,45,59,36,39,51,32,41,52,34,norm_pervious
753,79,80,72,79,81,75,70,73,66,norm_impervious
754,72,76,77,77,80,75,73,75,69,norm_impervious
755,97,98,92,81,82,76,78,79,74,norm_impervious
756,78,83,77,78,81,75,68,73,61,norm_impervious
757,162,176,177,164,171,174,104,106,104,norm_impervious
758,162,171,170,161,169,170,105,110,107,norm_impervious
759,165,176,178,162,169,172,98,101,99,norm_impervious
760,73,76,59,83,80,66,85,75,62,norm_pervious
761,125,116,101,89,85,72,83,80,67,dry_pervious
762,73,74,56,81,79,65,86,71,59,norm_pervious
763,30,38,27,29,34,24,34,40,28,shaded_pervious
764,38,49,35,31,42,27,33,43,27,shaded_pervious
765,34,45,28,37,49,31,38,49,33,norm_pervious
766,55,67,47,45,57,37,47,56,40,norm_pervious
767,36,54,30,37,46,31,41,46,35,norm_pervious
768,45,63,37,44,55,35,41,50,34,norm_pervious
769,20,34,19,33,45,29,36,46,31,shaded_pervious
770,86,83,64,70,66,50,50,52,39,dry_pervious
771,120,113,95,110,102,86,83,80,64,dry_pervious
772,130,114,98,101,93,77,60,61,47,dry_pervious
773,125,116,99,111,102,85,73,72,57,dry_pervious
774,27,39,19,32,42,26,36,47,29,shaded_pervious
775,57,71,45,40,52,33,34,45,28,norm_pervious
776,78,74,63,69,70,56,55,59,46,dry_pervious
777,46,60,43,55,63,48,58,62,50,norm_pervious
778,55,68,59,59,69,57,114,97,83,norm_pervious
779,64,74,65,59,69,57,120,100,86,norm_pervious
780,68,83,62,63,75,57,45,52,39,norm_pervious
781,46,54,39,35,46,30,36,45,30,norm_pervious
782,49,64,43,40,53,35,38,50,33,norm_pervious
783,37,56,28,43,55,34,39,50,32,norm_pervious
784,68,69,61,80,80,67,66,65,53,norm_impervious
785,44,58,33,44,56,36,39,50,33,norm_pervious
786,20,27,19,38,48,34,38,47,33,shaded_pervious
787,42,60,38,38,49,33,36,46,31,norm_pervious
788,42,54,34,36,48,30,41,50,35,norm_pervious
789,36,51,30,38,48,32,37,44,33,norm_pervious
790,39,53,36,37,48,32,34,44,29,norm_pervious
791,52,65,45,42,55,36,39,51,33,norm_pervious
792,47,67,40,45,55,36,42,50,33,norm_pervious
793,44,57,37,43,55,35,39,47,30,norm_pervious
794,44,57,31,43,55,34,38,48,31,norm_pervious
795,36,49,32,37,49,32,35,45,29,norm_pervious
796,18,29,12,38,48,33,35,45,29,shaded_pervious
797,22,25,18,29,33,24,40,46,33,shaded_pervious
798,55,64,47,43,52,35,40,45,31,norm_pervious
799,71,79,66,43,52,36,38,45,33,norm_pervious
800,48,60,38,45,56,38,41,49,35,norm_pervious
801,32,47,28,36,49,31,38,48,32,norm_pervious
802,39,54,31,40,48,33,42,50,36,norm_pervious
803,253,254,249,250,251,249,126,128,124,norm_impervious
804,252,254,251,250,251,249,129,131,127,norm_impervious
805,167,177,178,166,172,176,128,130,128,norm_impervious
806,113,118,114,110,115,108,124,128,125,norm_impervious
807,140,150,151,136,144,140,111,112,105,norm_impervious
808,43,49,45,55,62,52,113,118,112,shaded_pervious
809,128,121,95,134,122,95,77,75,58,dry_pervious
810,69,80,63,72,76,63,88,88,75,norm_pervious
811,54,68,45,44,54,38,43,50,36,norm_pervious
812,44,56,34,37,49,32,37,48,31,norm_pervious
813,83,88,81,81,84,74,65,69,57,norm_impervious
814,67,72,65,61,66,57,63,68,58,norm_impervious
815,96,99,88,85,89,75,77,79,67,norm_impervious
816,89,90,74,85,88,73,68,73,59,norm_impervious
817,109,113,99,110,114,100,78,80,69,norm_impervious
818,92,93,79,92,94,81,85,88,73,norm_impervious
819,94,96,85,93,94,84,82,84,72,norm_impervious
820,88,89,75,84,88,76,69,73,60,norm_impervious
821,71,74,57,72,74,60,67,71,60,norm_impervious
822,76,77,72,74,74,64,66,68,56,norm_impervious
823,134,127,98,122,118,94,89,89,72,dry_pervious
824,86,89,78,83,88,72,67,69,56,dry_pervious
825,45,58,40,36,47,31,34,43,29,norm_pervious
826,71,84,67,64,75,57,48,55,41,norm_pervious
827,59,74,53,61,73,55,44,52,38,norm_pervious
828,68,81,64,64,75,57,47,54,40,norm_pervious
829,59,70,54,65,76,58,45,51,39,norm_pervious
830,19,20,14,23,26,18,36,45,30,shaded_pervious
831,42,56,31,43,55,36,43,52,35,norm_pervious
832,82,88,74,84,89,73,66,69,56,norm_pervious
833,29,43,26,39,50,33,36,46,31,norm_pervious
834,55,65,41,47,57,38,42,51,33,norm_pervious
835,80,71,56,66,68,47,54,57,41,dry_pervious
836,90,82,61,69,71,51,53,57,40,dry_pervious
837,71,60,40,61,65,44,52,55,38,dry_pervious
838,74,69,50,63,68,49,55,59,42,dry_pervious
839,83,78,58,70,73,53,54,59,41,dry_pervious
840,60,57,42,57,59,41,51,55,39,dry_pervious
841,95,79,56,93,78,61,61,56,37,dry_pervious
842,41,59,35,42,52,35,38,45,31,norm_pervious
843,51,62,46,42,51,36,42,49,35,norm_pervious
844,39,45,35,44,48,35,50,55,40,norm_pervious
845,50,61,44,40,46,34,42,47,35,norm_pervious
846,52,68,42,46,58,38,42,51,34,norm_pervious
847,61,73,51,47,57,39,44,50,37,norm_pervious
848,43,56,38,38,49,32,36,46,31,norm_pervious
849,38,49,32,36,47,31,34,44,29,norm_pervious
850,29,42,22,39,51,33,37,47,31,norm_pervious
851,42,54,34,39,50,32,36,45,29,norm_pervious
852,45,57,35,41,55,33,36,47,30,norm_pervious
853,66,76,52,65,67,47,55,58,42,norm_pervious
854,34,40,26,37,45,29,40,49,32,shaded_pervious
855,58,60,47,56,63,45,48,55,39,norm_pervious
856,58,72,49,49,58,40,40,47,33,norm_pervious
857,46,60,37,43,55,36,39,50,33,norm_pervious
858,52,64,42,44,57,36,42,54,34,norm_pervious
859,62,76,50,44,57,37,42,52,34,norm_pervious
860,43,56,38,43,54,36,46,51,36,norm_pervious
861,20,25,28,22,26,27,45,48,42,water
862,24,27,32,26,29,30,43,46,42,water
863,25,26,30,23,26,28,45,47,44,water
864,26,27,32,26,31,30,40,39,35,water
865,23,28,31,26,30,29,46,38,33,water
866,44,53,32,41,51,34,41,50,33,norm_pervious
867,20,28,15,38,49,32,40,51,33,shaded_pervious
868,54,68,45,40,51,32,39,48,32,norm_pervious
869,73,72,51,69,69,53,54,57,43,dry_pervious
870,69,72,53,52,53,41,44,48,36,dry_pervious
871,115,120,116,123,128,120,105,109,101,norm_impervious
872,139,146,138,127,132,126,103,108,101,norm_impervious
873,128,130,125,126,131,125,99,103,95,norm_impervious
874,103,103,93,99,100,91,64,65,58,norm_impervious
875,198,209,211,201,212,215,123,130,129,norm_impervious
876,152,167,174,150,164,172,190,201,205,norm_impervious
877,195,208,214,201,212,218,113,121,117,norm_impervious
878,125,134,131,125,131,125,91,94,86,norm_impervious
879,105,111,107,114,123,120,114,121,117,norm_impervious
880,124,135,119,127,133,125,95,99,91,norm_impervious
881,124,132,121,125,131,122,96,100,93,norm_impervious
882,119,126,119,124,130,122,105,109,101,norm_impervious
883,42,53,37,39,49,33,36,44,31,norm_pervious
884,37,48,34,37,47,31,37,47,30,norm_pervious
885,38,53,34,33,43,28,32,41,27,norm_pervious
886,106,112,102,98,102,92,71,73,64,norm_impervious
887,107,105,92,105,106,94,56,57,48,norm_impervious
888,90,91,83,77,79,69,43,44,37,norm_impervious
889,94,96,85,85,87,77,56,57,49,norm_impervious
890,17,24,17,30,34,27,40,42,35,shaded_pervious
891,26,32,22,31,34,28,37,39,33,shaded_pervious
892,27,40,23,31,39,27,41,47,38,norm_pervious
893,40,51,34,40,51,32,40,50,33,norm_pervious
894,38,47,30,41,51,34,41,50,33,norm_pervious
895,38,44,30,38,46,31,37,44,30,norm_pervious
896,21,33,13,35,43,28,37,45,30,norm_pervious
897,42,51,34,43,51,35,39,46,32,norm_pervious
898,54,63,42,45,55,36,42,51,34,norm_pervious
899,33,44,30,33,42,29,34,43,29,norm_pervious
900,26,36,27,30,36,27,36,41,33,norm_pervious
901,25,35,24,30,36,27,37,41,34,norm_pervious
902,37,50,32,40,45,37,48,52,45,norm_pervious
903,39,53,36,38,44,31,36,41,30,norm_pervious
904,32,37,33,25,29,30,39,36,32,norm_pervious
905,40,47,39,36,40,36,52,54,50,norm_pervious
906,39,51,29,43,53,34,41,52,33,norm_pervious
907,43,52,33,36,45,29,42,49,34,norm_pervious
908,44,59,36,42,50,32,49,55,38,norm_pervious
909,42,56,33,37,49,31,36,47,30,norm_pervious
910,37,39,28,40,50,33,40,50,33,norm_pervious
911,33,41,26,36,44,30,35,44,30,norm_pervious
912,36,47,31,37,46,30,39,48,32,norm_pervious
913,41,58,39,41,53,35,40,51,33,norm_pervious
914,53,61,46,39,47,32,35,41,29,norm_pervious
915,46,59,39,45,55,37,44,53,35,norm_pervious
916,45,61,35,40,50,32,38,48,31,norm_pervious
917,53,68,45,40,52,34,37,48,30,norm_pervious
918,48,57,38,45,54,35,40,50,33,norm_pervious
919,58,71,51,46,56,37,39,48,31,norm_pervious
920,47,61,38,42,52,33,40,49,31,norm_pervious
921,38,50,30,43,53,34,40,50,32,norm_pervious
922,57,66,47,46,55,37,40,50,32,norm_pervious
923,34,45,29,35,42,29,38,42,32,norm_pervious
924,35,41,27,42,50,35,42,51,35,norm_pervious
925,57,71,54,35,44,32,33,41,29,norm_pervious
926,45,56,40,37,43,31,40,45,35,norm_pervious
927,25,36,19,35,45,31,36,44,31,shaded_pervious
928,40,54,37,37,48,32,37,46,31,norm_pervious
929,24,29,22,35,41,31,41,46,36,shaded_pervious
930,47,59,35,37,40,31,36,43,29,norm_pervious
931,40,53,33,37,43,30,38,43,32,norm_pervious
932,26,41,18,39,46,31,39,45,32,norm_pervious
933,20,34,21,34,40,29,37,42,32,shaded_pervious
934,53,65,45,43,53,34,39,48,31,norm_pervious
935,39,52,32,41,51,32,38,48,30,norm_pervious
936,56,70,44,43,53,34,40,50,32,norm_pervious
937,47,56,35,39,50,32,38,49,31,norm_pervious
938,50,63,43,39,50,32,37,47,30,norm_pervious
939,63,73,48,43,53,34,40,49,32,norm_pervious
940,61,74,48,44,54,35,40,50,32,norm_pervious
941,53,63,39,42,52,34,40,50,33,norm_pervious
942,60,58,46,66,67,52,55,58,44,dry_pervious
943,76,75,55,70,71,55,51,55,41,dry_pervious
944,81,83,78,67,67,54,52,54,42,norm_impervious
945,74,75,69,64,66,52,49,54,41,norm_impervious
946,57,57,55,51,53,49,48,50,46,norm_impervious
947,66,69,52,56,58,46,38,42,33,norm_impervious
948,66,69,58,57,59,49,37,39,32,norm_impervious
949,62,62,64,47,50,44,50,53,46,norm_impervious
950,65,71,59,45,51,40,42,46,36,norm_impervious
951,65,67,64,47,50,45,43,46,39,norm_impervious
952,105,106,90,105,105,92,68,64,59,norm_impervious
953,102,103,95,95,96,89,72,74,68,norm_impervious
954,89,91,77,97,98,86,67,67,59,norm_impervious
955,50,54,57,44,46,43,42,45,40,norm_impervious
956,48,53,49,42,46,41,37,41,35,norm_impervious
957,60,61,56,53,55,50,47,49,44,norm_impervious
958,53,58,54,49,53,47,45,48,42,norm_impervious
959,62,65,58,43,48,40,40,46,37,norm_impervious
960,55,58,51,50,53,48,48,50,46,norm_impervious
961,59,60,62,54,55,55,58,60,57,norm_impervious
962,52,51,57,53,53,54,58,59,57,norm_impervious
963,53,58,52,37,40,35,38,42,36,norm_impervious
964,30,36,24,35,40,32,41,45,39,shaded_pervious
965,33,39,29,37,40,34,37,40,35,shaded_pervious
966,38,51,33,34,43,29,34,42,29,norm_pervious
967,28,38,27,31,37,28,33,39,30,shaded_pervious
968,34,43,22,33,42,28,33,41,28,norm_pervious
969,69,63,51,54,54,42,41,45,34,dry_pervious
970,53,54,38,48,51,38,41,46,34,dry_pervious
971,88,87,69,75,70,57,53,52,41,dry_pervious
972,65,52,46,43,44,34,44,48,36,dry_pervious
973,65,59,47,50,51,38,40,45,32,dry_pervious
974,67,61,45,49,50,37,42,44,32,dry_pervious
975,61,55,41,47,48,36,39,43,32,dry_pervious
976,66,62,53,48,49,36,41,45,33,dry_pervious
977,76,75,55,69,70,55,52,55,42,dry_pervious
978,75,77,55,67,68,52,48,52,39,dry_pervious
979,72,66,50,51,52,39,42,45,32,dry_pervious
980,54,52,39,46,48,36,40,44,32,dry_pervious
981,56,54,41,51,51,38,40,43,32,dry_pervious
982,38,53,34,37,46,31,38,46,32,norm_pervious
983,39,48,31,37,48,30,39,50,32,norm_pervious
984,35,46,30,33,43,29,33,41,28,norm_pervious
985,29,40,24,33,43,28,33,41,28,norm_pervious
986,45,51,37,35,44,30,34,41,28,norm_pervious
987,97,103,93,103,104,95,72,73,65,norm_impervious
988,101,105,91,83,87,77,83,87,77,norm_impervious
989,103,104,96,97,99,91,75,78,71,norm_impervious
990,111,111,101,95,97,89,69,70,64,norm_impervious
991,101,104,93,96,97,88,61,62,55,norm_impervious
992,64,66,61,46,52,41,42,46,37,norm_impervious
993,42,53,36,42,46,38,42,45,38,norm_pervious
994,39,46,30,41,45,35,46,49,40,shaded_pervious
995,40,48,35,40,44,35,49,51,43,norm_pervious
996,49,55,41,42,46,36,45,48,40,norm_pervious
997,34,45,28,35,38,29,43,47,37,norm_pervious
998,28,40,28,35,38,29,46,49,38,norm_pervious
999,38,49,32,35,39,30,42,47,35,norm_pervious
1000,31,42,25,35,39,30,42,47,36,norm_pervious
1001,25,36,22,31,39,27,37,44,32,norm_pervious
1002,42,55,29,36,40,30,37,44,31,norm_pervious
1003,31,45,28,35,43,29,37,44,31,norm_pervious
1004,40,51,34,36,44,30,38,44,32,norm_pervious
1005,32,45,28,30,38,26,39,45,34,norm_pervious
1006,22,32,21,29,38,25,33,41,29,shaded_pervious
1007,40,51,35,29,38,25,36,43,31,norm_pervious
1008,26,32,18,31,39,26,37,44,32,shaded_pervious
1009,28,41,23,36,43,30,40,46,34,norm_pervious
1010,41,52,38,35,42,31,41,47,37,norm_pervious
1011,50,62,42,34,41,32,45,50,42,norm_pervious
1012,43,55,35,39,46,35,40,46,36,norm_pervious
1013,25,36,22,33,40,30,42,47,39,norm_pervious
1014,63,73,48,43,53,34,40,49,32,norm_pervious
1015,32,47,26,39,47,31,45,51,36,norm_pervious
1016,25,31,19,34,42,28,37,46,31,shaded_pervious
1017,71,68,49,55,60,43,41,49,33,dry_pervious
1018,80,77,60,55,59,42,43,50,34,dry_pervious
1019,72,66,50,54,58,42,42,50,34,dry_pervious
1020,76,74,53,52,57,41,41,49,33,dry_pervious
1021,78,73,53,55,60,43,40,48,32,dry_pervious
1022,70,64,48,53,58,41,42,50,34,dry_pervious
1023,76,75,57,47,54,37,42,51,34,dry_pervious
1024,35,45,34,34,43,29,34,42,29,shaded_pervious
1025,75,69,57,54,55,42,42,45,34,dry_pervious
1026,81,124,117,89,120,112,84,92,81,water
1027,86,127,119,95,123,114,80,87,76,water
1028,78,120,118,89,118,111,80,86,76,water
1029,39,52,32,37,44,32,38,45,32,norm_pervious
1030,37,48,31,36,44,31,39,46,33,norm_pervious
1031,43,51,38,34,41,30,37,43,31,norm_pervious
1032,45,55,44,34,41,29,35,43,30,norm_pervious
1033,39,50,33,39,47,33,38,46,32,norm_pervious
1034,37,44,28,37,46,32,36,45,31,norm_pervious
1035,55,54,49,41,45,33,41,45,34,dry_pervious
1036,57,57,55,52,54,48,44,47,40,norm_impervious
1037,57,60,53,48,51,45,49,51,45,norm_impervious
1038,61,62,54,51,54,45,45,47,40,norm_impervious
1039,67,67,65,63,64,61,50,50,48,norm_impervious
1040,64,64,66,62,63,61,47,48,45,norm_impervious
