,pixel_r,pixel_g,pixel_b,local_r,local_g,local_b,edges_r,edges_g,edges_b,label
1460,107,116,99,101,111,94,72,84,65,norm_impervious
1461,151,150,130,146,145,123,86,91,71,norm_impervious
1462,154,155,137,149,147,126,91,95,75,norm_impervious
1463,73,78,58,66,78,53,77,83,61,norm_impervious
1464,100,98,85,94,99,82,75,83,64,norm_impervious
1465,110,111,95,100,103,86,87,92,73,norm_impervious
1466,108,111,94,107,110,90,85,91,71,norm_impervious
1467,106,110,95,97,103,85,83,90,71,norm_impervious
1468,87,89,78,88,92,78,85,87,70,norm_impervious
1469,86,88,77,85,89,74,71,80,58,norm_impervious
1470,87,89,78,87,91,77,75,82,62,norm_impervious
1471,101,103,92,88,90,78,75,81,63,norm_impervious
1472,94,92,79,85,89,74,69,78,55,norm_impervious
1473,79,92,64,65,80,54,56,71,46,norm_pervious
1474,68,84,55,69,85,58,48,66,41,norm_pervious
1475,106,107,89,106,109,90,90,95,74,norm_impervious
1476,53,76,48,61,80,52,76,90,63,norm_pervious
1477,49,80,49,53,75,47,85,96,71,norm_pervious
1478,45,74,44,52,75,46,84,95,69,norm_pervious
1479,54,79,50,52,76,47,93,99,74,norm_pervious
1480,44,59,36,47,62,39,58,68,49,norm_pervious
1481,37,52,31,46,61,38,54,66,46,shaded_pervious
1482,32,33,19,36,37,25,66,68,53,shaded_pervious
1483,34,32,20,39,40,27,70,71,55,shaded_pervious
1484,37,37,27,40,42,29,69,72,56,shaded_pervious
1485,79,82,75,85,88,77,94,98,81,norm_impervious
1486,76,79,68,84,87,76,99,102,84,norm_impervious
1487,161,153,114,164,158,120,151,145,112,tan_impervious
1488,171,162,123,165,158,120,157,151,116,tan_impervious
1489,173,167,135,168,161,129,159,153,119,tan_impervious
1490,176,168,129,168,161,123,158,151,117,tan_impervious
1491,128,112,87,133,117,92,119,109,86,tan_impervious
1492,131,114,94,134,117,92,120,110,87,tan_impervious
1493,137,117,90,135,118,93,123,111,87,tan_impervious
1494,138,117,90,138,122,98,125,115,92,tan_impervious
1495,132,111,82,131,113,86,127,114,90,tan_impervious
1496,120,100,73,131,112,85,128,113,88,tan_impervious
1497,132,117,94,133,117,92,126,116,93,tan_impervious
1498,123,108,87,133,118,93,123,112,89,tan_impervious
1499,123,103,79,132,116,91,126,115,91,tan_impervious
1500,127,107,83,132,116,92,130,118,95,tan_impervious
1501,160,141,109,139,124,98,128,116,92,tan_impervious
1502,128,105,73,132,114,86,127,115,91,tan_impervious
1503,142,123,93,134,117,90,124,111,87,tan_impervious
1504,134,114,90,132,116,92,128,116,93,tan_impervious
1505,116,100,75,129,110,85,126,111,87,tan_impervious
1506,114,84,58,123,108,84,115,107,84,tan_impervious
1507,160,152,113,165,158,120,155,150,115,tan_impervious
1508,137,127,91,157,150,115,154,148,117,tan_impervious
1509,120,96,70,124,106,81,118,107,84,tan_impervious
1510,114,84,58,123,108,84,115,107,84,tan_impervious
1511,141,120,93,133,114,88,127,113,88,tan_impervious
1512,128,113,90,134,118,93,122,110,86,tan_impervious
1513,124,100,76,124,107,83,117,108,85,tan_impervious
1514,120,105,82,99,92,68,83,84,60,dry_pervious
1515,146,130,104,128,118,93,98,93,70,dry_pervious
1516,158,144,118,155,141,115,113,102,78,tan_impervious
1517,121,97,73,124,107,83,117,106,83,tan_impervious
1518,124,107,87,135,118,93,122,111,88,tan_impervious
1519,145,124,97,132,116,92,129,117,94,tan_impervious
1520,137,116,89,133,116,90,131,116,90,tan_impervious
1521,165,157,118,167,160,122,155,148,115,tan_impervious
1522,132,116,80,130,117,81,84,91,58,dry_pervious
1523,168,142,107,123,115,85,98,100,73,dry_pervious
1524,126,106,82,129,113,89,124,113,90,tan_impervious
1525,152,133,101,131,113,86,125,112,88,tan_impervious
1526,93,97,80,111,114,96,128,129,110,norm_impervious
1527,136,133,116,122,124,104,114,113,92,norm_impervious
1528,119,125,113,118,122,105,124,124,104,norm_impervious
1529,123,130,114,121,124,107,118,118,98,norm_impervious
1530,117,119,98,119,122,103,105,110,90,norm_impervious
1531,133,134,116,137,139,125,115,115,99,norm_impervious
1532,145,146,132,124,126,108,117,118,99,norm_impervious
1533,132,133,115,138,137,120,134,131,113,norm_impervious
1534,145,146,132,139,140,125,130,130,114,norm_impervious
1535,102,106,92,97,103,85,67,77,55,norm_impervious
1536,90,93,84,92,98,80,67,75,56,norm_impervious
1537,96,99,88,89,94,75,80,85,65,norm_impervious
1538,90,93,82,95,99,81,90,93,72,norm_impervious
1539,109,108,88,100,104,83,85,91,70,norm_impervious
1540,108,111,92,99,103,83,82,88,68,norm_impervious
1541,91,92,74,82,91,71,74,83,62,norm_impervious
1542,90,94,77,89,96,76,82,89,69,norm_impervious
1543,88,90,77,94,98,80,87,94,73,norm_impervious
1544,95,97,83,94,97,79,85,91,70,norm_impervious
1545,71,71,71,69,72,61,76,81,64,norm_impervious
1546,69,70,62,69,74,60,68,75,57,norm_impervious
1547,111,116,94,103,107,86,80,88,64,norm_impervious
1548,96,102,88,101,105,84,86,93,71,norm_impervious
1549,99,102,83,97,102,82,87,95,74,norm_impervious
1550,100,104,89,95,97,81,83,89,68,norm_impervious
1551,103,105,91,95,99,83,99,102,86,norm_impervious
1552,85,88,77,91,94,81,99,101,87,norm_impervious
1553,83,83,75,94,96,83,101,105,88,norm_impervious
1554,92,94,80,87,91,77,92,96,79,norm_impervious
1555,103,105,92,88,91,78,93,96,80,norm_impervious
1556,114,119,99,104,107,88,80,86,66,norm_impervious
1557,114,113,93,102,103,86,77,84,65,norm_impervious
1558,101,106,84,102,105,89,73,80,62,norm_impervious
1559,118,121,102,105,108,90,84,88,70,norm_impervious
1560,110,114,97,101,104,87,72,79,61,norm_impervious
1561,106,109,90,102,106,88,73,82,61,norm_impervious
1562,115,120,100,101,105,85,67,77,56,norm_impervious
1563,104,106,93,95,98,84,98,100,86,norm_impervious
1564,84,85,69,88,90,74,85,91,73,norm_impervious
1565,93,94,80,93,95,82,99,101,87,norm_impervious
1566,98,102,88,93,96,83,97,100,84,norm_impervious
1567,130,121,112,119,114,105,95,96,79,norm_impervious
1568,116,95,64,121,105,79,120,108,84,tan_impervious
1569,149,133,100,143,126,95,104,100,75,dry_pervious
1570,162,151,123,162,150,122,126,117,92,tan_impervious
1571,102,101,80,112,113,95,128,129,112,norm_impervious
1572,156,159,142,139,141,125,114,120,99,norm_impervious
1573,149,151,130,140,142,122,110,113,93,norm_impervious
1574,111,112,98,111,113,92,93,97,74,norm_impervious
1575,108,113,93,98,103,83,87,92,71,norm_impervious
1576,111,119,98,102,107,87,89,95,75,norm_impervious
1577,100,107,91,95,100,80,86,94,71,norm_impervious
1578,110,115,93,97,103,82,82,89,67,norm_impervious
1579,105,106,90,99,102,83,83,89,68,norm_impervious
1580,102,105,88,101,104,85,85,91,70,norm_impervious
1581,112,113,95,106,109,89,87,93,72,norm_impervious
1582,112,113,97,101,105,84,80,88,64,norm_impervious
1583,115,117,106,109,111,90,94,98,76,norm_impervious
1584,100,103,84,97,102,83,83,90,70,norm_impervious
1585,116,115,95,105,108,86,92,98,76,norm_impervious
1586,99,104,82,101,106,85,79,87,66,norm_impervious
1587,97,104,86,103,108,88,89,95,74,norm_impervious
1588,108,113,91,107,110,90,84,91,70,norm_impervious
1589,113,115,94,102,106,85,81,88,65,norm_impervious
1590,112,115,94,102,106,85,81,88,65,norm_impervious
1591,110,114,97,104,107,88,85,92,70,norm_impervious
1592,119,121,107,110,112,91,93,98,75,norm_impervious
1593,115,117,104,110,113,92,93,98,75,norm_impervious
1594,114,116,92,111,113,93,92,96,73,norm_impervious
1595,110,114,97,104,107,88,85,92,70,norm_impervious
1596,109,110,94,105,108,88,81,88,66,norm_impervious
1597,110,109,89,104,107,87,84,90,70,norm_impervious
1598,103,107,93,101,106,84,86,93,69,norm_impervious
1599,113,111,88,105,109,86,102,107,84,norm_impervious
1600,107,109,98,110,112,92,94,98,75,norm_impervious
1601,104,106,85,109,112,90,93,97,76,norm_impervious
1602,168,162,126,172,167,128,108,104,77,tan_impervious
1603,150,154,139,152,158,141,92,101,80,norm_impervious
1604,131,116,95,126,117,93,72,72,50,tan_impervious
1605,144,143,125,146,143,121,108,108,91,norm_impervious
1606,43,46,25,62,69,49,74,79,61,shaded_pervious
1607,99,104,84,80,80,61,68,73,53,norm_impervious
1608,100,92,73,86,86,66,72,75,56,tan_impervious
1609,86,84,72,84,85,70,64,72,53,norm_impervious
1610,91,99,86,92,101,87,61,71,53,norm_impervious
1611,105,112,96,94,103,86,74,82,64,norm_impervious
1612,121,122,91,112,110,85,77,82,59,tan_impervious
1613,109,115,103,101,106,93,74,79,60,norm_impervious
1614,95,99,85,94,97,84,77,82,65,norm_impervious
1615,105,113,100,90,95,82,64,70,52,norm_impervious
1616,114,126,106,103,116,99,67,79,61,norm_impervious
1617,111,115,100,103,107,93,57,66,47,norm_impervious
1618,111,115,100,103,107,93,57,66,47,norm_impervious
1619,133,146,129,132,144,126,74,84,64,norm_impervious
1620,133,146,129,132,144,126,74,84,64,norm_impervious
1621,122,135,117,123,136,118,83,95,77,norm_impervious
1622,167,170,153,154,162,141,81,91,71,norm_impervious
1623,156,164,143,151,159,138,78,88,68,norm_impervious
1624,148,160,136,150,158,138,82,92,72,norm_impervious
1625,139,142,125,132,135,118,106,113,95,norm_impervious
1626,64,82,61,63,81,60,71,78,65,norm_pervious
1627,68,87,68,68,85,64,79,88,69,norm_pervious
1628,45,58,48,35,43,36,36,43,36,norm_pervious
1629,35,46,34,46,53,45,46,53,44,norm_pervious
1630,51,59,43,50,56,45,56,61,51,norm_pervious
1631,54,65,46,54,59,46,59,61,49,norm_pervious
1632,47,54,47,43,52,43,43,51,42,norm_pervious
1633,54,66,54,50,57,47,48,55,46,norm_pervious
1634,31,41,38,33,39,36,49,53,46,shaded_pervious
1635,27,33,30,32,37,35,45,50,44,shaded_pervious
1636,20,29,28,33,39,36,49,53,46,shaded_pervious
1637,22,29,30,31,38,35,47,52,45,shaded_pervious
1638,17,28,25,34,39,35,42,46,40,shaded_pervious
1639,27,36,27,44,48,41,52,56,47,shaded_pervious
1640,41,40,33,47,48,38,63,64,51,shaded_pervious
1641,38,44,38,42,45,37,62,65,53,shaded_pervious
1642,23,30,32,32,38,33,42,49,41,shaded_pervious
1643,23,30,32,32,38,33,42,49,41,shaded_pervious
1644,23,31,27,32,38,33,44,50,42,shaded_pervious
1645,40,46,47,47,51,43,59,63,52,shaded_pervious
1646,35,40,41,43,49,43,61,65,55,shaded_pervious
1647,47,53,47,45,49,43,48,52,44,norm_pervious
1648,69,91,66,71,86,65,80,86,70,norm_pervious
1649,68,85,68,69,84,66,75,88,72,norm_pervious
1650,59,77,59,69,85,67,75,90,73,norm_pervious
1651,79,100,79,76,92,72,86,95,76,norm_pervious
1652,73,84,65,69,84,63,63,66,54,norm_pervious
1653,71,89,69,73,85,65,93,97,77,norm_pervious
1654,139,116,98,122,106,89,95,87,71,dry_pervious
1655,89,79,64,106,93,76,102,91,75,dry_pervious
1656,127,108,92,120,104,88,83,79,64,dry_pervious
1657,139,122,98,131,117,96,102,94,76,dry_pervious
1658,144,121,95,138,121,99,103,94,77,dry_pervious
1659,144,121,94,106,96,78,80,77,62,dry_pervious
1660,137,118,104,132,117,96,109,100,80,dry_pervious
1661,126,112,94,127,113,92,105,95,78,dry_pervious
1662,130,95,81,116,97,79,77,69,53,dry_pervious
1663,139,116,97,115,96,78,75,68,55,dry_pervious
1664,179,147,113,160,139,114,124,109,91,dry_pervious
1665,165,150,132,158,138,115,124,111,93,dry_pervious
1666,96,98,82,88,90,72,87,85,66,norm_impervious
1667,98,94,77,88,87,71,86,82,66,norm_impervious
1668,106,97,87,116,106,91,99,92,77,norm_impervious
1669,29,34,32,32,38,35,46,50,44,shaded_pervious
1670,27,33,30,31,37,35,45,49,43,shaded_pervious
1671,22,29,31,39,45,39,50,57,48,shaded_pervious
1672,91,86,76,79,75,66,75,72,63,norm_impervious
1673,158,155,142,155,153,139,99,97,85,norm_impervious
1674,109,106,93,114,112,98,112,111,100,norm_impervious
1675,142,136,126,116,113,100,81,81,70,norm_impervious
1676,199,170,128,186,168,130,129,120,91,dry_pervious
1677,187,166,125,178,164,125,142,131,98,dry_pervious
1678,134,128,111,136,120,92,107,96,75,norm_impervious
1679,153,139,112,132,119,95,98,93,76,dry_pervious
1680,144,125,98,136,119,92,102,94,70,dry_pervious
1681,134,122,96,132,119,94,100,94,76,dry_pervious
1682,131,96,82,113,93,76,84,74,58,dry_pervious
1683,170,140,110,155,134,110,110,99,81,dry_pervious
1684,92,80,70,86,80,65,69,64,52,dry_pervious
1685,75,70,58,88,82,68,77,71,57,dry_pervious
1686,16,14,21,22,23,18,37,40,31,shaded_pervious
1687,15,21,15,22,24,18,34,35,28,shaded_pervious
1688,135,129,118,132,128,114,101,98,83,norm_impervious
1689,123,113,98,127,120,105,113,110,94,norm_impervious
1690,130,130,111,133,130,110,118,114,95,norm_impervious
1691,42,45,34,38,42,31,39,42,31,norm_pervious
1692,89,89,87,81,83,73,58,62,47,norm_impervious
1693,75,80,74,80,82,73,68,70,59,norm_impervious
1694,81,84,67,76,80,63,57,60,48,dry_pervious
1695,79,88,67,76,80,63,57,61,48,dry_pervious
1696,73,84,67,75,79,62,57,61,48,dry_pervious
1697,71,72,58,75,79,62,54,58,45,dry_pervious
1698,97,98,92,93,96,89,87,90,81,norm_impervious
1699,91,94,101,90,93,88,86,90,82,norm_impervious
1700,91,97,95,91,95,87,68,73,62,norm_impervious
1701,93,92,74,87,87,71,82,83,69,dry_pervious
1702,83,84,68,86,86,71,82,83,69,dry_pervious
1703,79,81,60,85,84,68,79,80,65,dry_pervious
1704,54,67,39,47,54,33,59,62,44,norm_pervious
1705,42,49,33,39,46,30,37,44,27,norm_pervious
1706,59,71,61,66,71,62,103,84,72,norm_pervious
1707,63,76,66,68,73,64,112,89,75,norm_pervious
1708,69,81,71,67,73,63,111,87,73,norm_pervious
1709,63,79,66,63,74,60,67,71,57,norm_pervious
1710,55,71,58,63,76,62,76,80,66,norm_pervious
1711,59,69,60,63,76,62,80,84,71,norm_pervious
1712,58,76,62,64,75,61,66,70,55,norm_pervious
1713,60,76,63,64,76,62,81,84,72,norm_pervious
1714,63,79,66,64,75,61,70,74,60,norm_pervious
1715,149,149,147,141,141,139,129,130,127,norm_impervious
1716,246,250,249,238,245,245,121,122,121,norm_impervious
1717,74,78,81,79,84,74,85,88,79,norm_impervious
1718,91,93,90,93,97,92,86,91,87,norm_impervious
1719,82,81,76,78,79,68,69,65,52,norm_impervious
1720,86,78,65,84,78,64,78,76,63,norm_impervious
1721,78,68,58,84,78,64,82,82,69,norm_impervious
1722,95,78,68,88,82,66,101,99,86,norm_impervious
1723,93,86,70,84,79,65,87,86,72,norm_impervious
1724,89,80,63,84,78,64,78,77,64,norm_impervious
1725,84,77,61,88,82,66,99,96,84,norm_impervious
1726,80,73,57,84,78,64,78,77,64,norm_impervious
1727,86,92,90,89,94,87,66,71,60,norm_impervious
1728,83,88,81,84,88,81,82,85,76,norm_impervious
1729,86,90,91,82,86,78,75,78,68,norm_impervious
1730,90,96,96,89,93,88,87,91,82,norm_impervious
1731,97,107,98,76,82,71,76,81,70,norm_impervious
1732,66,84,70,63,76,62,77,81,68,norm_pervious
1733,60,76,63,64,75,61,68,74,61,norm_pervious
1734,251,255,254,242,246,245,129,131,127,norm_impervious
1735,99,102,107,108,108,107,160,161,161,norm_impervious
1736,131,131,131,140,141,138,130,132,129,norm_impervious
1737,74,76,73,80,84,77,84,88,79,norm_impervious
1738,86,90,91,90,95,91,82,88,80,norm_impervious
1739,76,76,84,84,88,87,80,86,79,norm_impervious
1740,87,91,94,85,91,86,77,82,74,norm_impervious
1741,85,93,95,84,90,88,69,74,67,norm_impervious
1742,165,163,140,154,155,138,104,106,92,norm_impervious
1743,158,159,143,151,153,135,92,94,82,norm_impervious
1744,154,155,139,148,149,131,102,103,90,norm_impervious
1745,150,153,132,151,152,135,82,84,72,norm_impervious
1746,147,150,133,150,151,134,78,80,69,norm_impervious
1747,158,159,143,151,153,135,92,94,82,norm_impervious
1748,164,163,145,154,155,136,112,114,101,norm_impervious
1749,91,94,83,89,90,79,117,118,103,norm_impervious
1750,144,132,94,141,129,88,90,96,67,dry_pervious
1751,34,49,30,55,69,42,61,71,45,norm_pervious
